age,income,loan_amount,credit_score,months_employed,num_credit_lines,interest_rate,loan_tenure,existing_loans,default
35,67479.44666956174,9148.407458818438,464.7619114606766,102,10,18.084348542088158,36,2,0
24,67836.15108510367,25373.200763640394,610.1200993971372,287,3,15.065552808376864,60,2,0
49,58489.873728629434,1100.738075294159,774.9849295301165,234,18,7.506399947839317,48,4,0
42,41580.76765863078,18274.066827019895,689.3099421739038,132,7,5.044910227372279,12,0,0
45,56168.61734377889,16010.101851896481,533.6328959968323,229,7,7.566262921172502,12,2,0
33,46791.01886379356,24750.566818191466,816.6923756649794,34,10,7.934778869683273,12,4,0
38,69370.32659970011,7325.811819122431,407.5630412704645,79,13,19.398370494150715,24,4,0
53,42669.11404146434,20646.632146598084,662.7551525578284,241,4,10.705620829689018,60,4,0
36,52160.48860153337,18816.846628681207,821.5725553054765,132,12,6.87273876290887,24,2,0
62,15233.559900577187,16953.11816692943,493.1909591259754,8,3,20.107579988715788,48,3,1
64,56105.99578380443,7907.466131936661,602.3613592951319,252,16,23.809720199110934,12,3,0
22,35008.91098190526,8815.086904931228,509.400315461534,32,11,7.009645658237684,12,0,0
55,60249.32434721138,12629.503947828214,791.1596564303208,186,3,24.26118146987563,12,3,0
62,65768.49790495669,10978.728154446582,568.0868527121995,10,8,24.005295145572692,36,2,0
54,37800.54115810696,25080.900374022298,749.4198004004118,68,7,15.462352620476853,36,0,1
50,50623.76604935434,16084.462152319418,788.8880106880019,137,14,10.915309496522314,12,0,0
33,53489.898227065154,21358.08046786923,521.4934698538575,130,2,7.7618434809654175,12,0,0
33,57361.27463866642,3390.665549606407,500.44072294978906,250,10,21.47707069824287,36,1,0
38,65797.15651287831,1000.0,697.9165928199336,122,3,17.094798710274713,24,2,0
52,63180.22352726926,13577.497720821199,727.5614299070756,272,11,18.02597234880637,60,2,0
52,42402.193855037345,4774.061579366493,642.949467506903,242,19,22.217536495888165,24,3,0
55,81966.43858308208,15319.03412517428,652.558476330546,161,8,13.8788839219572,60,3,0
59,65039.74952241602,8255.15919414363,797.9841609380188,94,5,12.362168170207465,36,2,0
49,78102.88784504053,17449.485056843743,626.0039276386689,161,9,20.246093938373683,12,1,0
49,56934.13446743838,8737.298166565055,787.6416898794987,283,13,10.944403892626262,12,4,0
64,58116.10910557081,19488.424028148962,592.3679741442676,228,11,11.558516782946448,12,1,0
36,47656.17897190913,7952.001493352899,850.0,115,2,12.621824718433626,24,1,0
64,41124.51043124609,1000.0,561.5141747947865,220,12,22.127160071259286,12,3,0
30,69506.76362208738,21821.624105022638,768.4129474959973,168,3,20.58230867440546,60,1,0
50,55291.81249162833,8850.173019917413,553.3540212373213,144,15,10.82835755447745,12,3,1
45,47368.7230897321,25980.026684104672,728.6593969328669,285,1,7.8722472287457235,36,3,0
59,29547.500282571953,9867.964668198405,649.2322882011767,181,11,12.855863618827389,12,0,0
40,81102.31075416238,8418.728473831005,677.7895098512942,274,10,17.49103492202953,24,1,0
25,52252.508692651405,12727.793515830897,716.5739967149328,36,3,18.524939233970702,24,1,0
21,25465.548455628978,10516.914762319633,674.5971068651799,35,14,9.008602380830437,36,1,0
50,51628.44931649046,16009.34507541602,665.7827433791199,67,16,9.9880380420778,48,2,0
23,45981.59124398876,18220.73601099863,464.1972993484367,120,9,23.60202438150701,24,4,0
34,45161.07199709703,19434.237136309916,787.8578917192192,154,14,12.701196298026824,48,4,0
50,61525.19603942731,14314.183937041773,802.9001013164029,204,1,11.282852707338355,36,2,0
24,46009.20957139529,2993.908113859963,639.3444323093689,43,1,18.914204834868364,12,1,0
38,43890.01895839015,28787.515846200724,705.7006365140714,288,4,14.357541774438607,48,3,0
57,77248.09473877717,12045.431341060952,786.5899494064378,89,1,9.936038875660891,36,2,0
45,15208.66049476037,11628.1363224753,710.1271332292577,211,19,13.18594310053465,48,3,0
21,48972.35384211447,14288.966690254216,596.8426923242247,62,12,7.883905531455646,48,2,0
35,68577.03721317627,12909.511481935286,529.8924696997611,71,4,10.591274011019841,12,1,0
29,62538.64897784934,1007.5770938790629,713.4460405146056,289,9,13.369250969495052,24,1,0
35,70400.97186553237,19599.721561346334,663.9119069708614,26,7,15.359877631336548,48,2,1
44,90431.43759768008,8436.628122472666,649.4584288298568,52,14,19.83314708600573,60,1,0
24,83979.03487783985,12409.455899801005,573.8245127364803,241,3,12.698871829884792,12,0,0
32,26889.305722342506,29074.716280494635,615.9053037170877,292,15,15.914093139659105,60,2,0
57,17785.931677850076,22555.900654778907,683.6737709575544,99,11,24.02012597682639,12,1,0
57,56537.04813397031,27897.58653926621,620.5614246026532,78,10,21.366325835104515,12,3,0
63,22917.64636884759,9583.898250900522,653.2767446305326,89,15,9.74017650112704,24,4,0
26,11470.613596098468,20840.288107894048,646.8931748158016,24,17,9.269666637992373,60,4,0
59,56324.85715723172,18226.100021365437,715.7322587687113,160,19,18.253929966956846,48,1,0
44,61340.90650970467,14563.013330201013,506.36131808995754,194,11,16.90659869618123,12,3,1
31,84222.81291098025,8995.22510189793,614.3982270041543,200,16,15.937459198045385,60,3,0
33,65368.62139980847,23676.83489165308,539.814133196908,165,4,8.083415619434742,60,4,0
54,88391.20171939288,10887.095814850976,665.5516945933846,221,7,12.252352974122466,24,0,1
45,57111.08370671956,16090.263808431502,568.9971324952185,282,11,20.187410723649393,60,0,0
27,27274.59522641285,22304.9077503035,743.9484404236578,12,17,19.471761469955347,48,2,0
24,66443.74112343247,7186.181792151031,608.8823900698034,245,19,8.303476221281187,60,2,0
28,76686.26199039642,6290.921553202974,592.3808188949539,87,10,13.537197659973003,24,3,0
40,57821.687958231436,35128.84349764919,566.67054828959,139,15,13.854270192633829,12,4,1
49,79011.0093071148,8119.510017137238,675.1013662303601,255,6,15.171636576728499,60,1,0
30,47534.98573927645,27933.88293186552,523.0649383757998,275,13,14.223169342075375,60,2,0
63,60917.98234230648,14575.973250377065,640.6897709889961,145,3,15.03431304551798,36,0,0
54,46513.35837316261,11592.99701254585,638.363740066394,6,8,21.26288916544756,48,3,0
46,97580.87182794206,12386.81472686612,597.7920874404198,245,7,12.78935329769114,48,2,0
61,66825.21372654423,14502.2647829152,671.8959244171006,203,5,16.040505575812848,48,3,0
23,27665.897382975858,25703.30474061112,603.7007565320798,239,18,17.13533879335617,60,1,0
26,87051.94936949239,21048.805897498627,678.4539978650296,93,16,23.846100941674,48,2,0
25,35336.40483285223,13307.086307061785,595.5066920134603,7,9,18.094725091292744,48,4,0
25,50273.91919133079,1000.0,575.6189341366253,169,11,7.613664236406192,36,1,0
43,59366.015916513206,15164.943881379284,675.582396983593,118,19,16.649153234296833,24,0,1
29,60999.83949687308,16062.687543003938,730.7109710564415,245,14,18.23837859552384,24,3,0
55,59674.44446976796,25068.134940076932,850.0,127,7,5.1900329685039415,12,1,0
40,27339.089893210927,3238.9900571841026,615.9743613176031,221,12,6.5061180340038005,36,1,0
62,59740.6927032422,11051.890967656323,727.2333578792299,62,19,5.379961901907664,60,1,1
55,72012.91874271406,10799.445421486937,605.5485139448767,116,8,5.965058958458531,12,3,0
38,71437.28059988316,14552.969964084929,725.6343998481743,108,5,6.793301070621549,48,4,0
37,23963.74813095925,15728.351765588815,780.211553738344,233,6,24.156309838727875,12,3,0
44,36886.942370379445,18507.27508431409,662.8711799351094,204,11,9.134417779088018,24,3,0
23,29109.567075982395,1000.0,721.1429451528963,87,3,9.091154655514318,12,0,0
52,56796.25984000899,16383.822508159281,694.493643540437,239,11,22.148389601641444,12,3,1
55,18967.044351048782,16965.20101691467,651.1109168874606,197,12,20.055130942983403,36,3,0
58,27545.144554370636,15601.209809664157,607.3018190789551,3,1,18.51630736086627,48,4,0
33,36697.300206975386,13579.07033781319,614.9398136135053,105,4,13.434706917842519,60,3,0
45,14064.197755385554,1000.0,517.7303678935524,106,1,5.62353996259106,60,3,0
29,49444.017922818064,19545.15658138772,753.7638605435286,251,6,21.530795889267466,36,3,1
24,10000.0,7214.3591537552475,837.13464884725,185,2,22.215925227786887,36,3,0
34,59706.895390870646,19909.683943396878,509.0184444988399,225,13,14.635861443999884,60,0,0
57,42059.56722662253,25001.158534240953,753.8052402417273,20,16,17.89768185558554,12,0,0
54,37520.33585527115,1591.1747686993967,645.5556534202303,153,11,14.55308622538247,48,3,0
31,40785.02756861484,19666.07408773224,586.0060431136725,223,14,10.923176042209679,60,3,0
61,48792.278154092375,5115.439893525932,664.3199680710303,85,6,15.80590939709031,12,0,0
23,61857.32365486232,14660.820733602455,569.6879076205759,40,16,18.77197679323268,12,0,0
48,76341.94547194235,13992.438672933886,673.4241166490124,171,17,8.091129892458614,24,3,1
49,70278.1163042991,21051.344405363234,620.631847235262,159,10,15.614309881296844,36,3,0
29,94633.76645553231,19863.369208773154,615.6343303504649,159,13,20.51919431295034,60,4,0
23,63505.94418754899,17096.93031015872,767.6665338933681,50,13,14.511815742299907,60,0,1
45,52806.30204747866,1853.1374333489111,475.0041252338416,117,2,8.137889179496531,48,0,0
54,40859.363613367415,1000.0,593.2259053782367,279,1,22.39450049676071,60,0,0
32,41524.02086114938,22298.258520501626,452.0266754325884,171,1,18.47717704479528,12,2,0
62,60780.76053131843,20971.746351088914,663.0936718318973,83,7,17.650557050626407,12,1,1
29,30011.11716443592,7020.157246087803,600.5030252757645,292,13,18.033425954023244,48,0,0
35,54579.52278383872,17778.765780957146,577.8456353794102,65,17,9.901205889921643,12,2,0
60,49622.70208392231,13325.825313082223,678.2831967565875,269,9,14.846271459243397,12,1,1
45,35438.05886995424,23691.933421437418,711.1650731954435,270,13,11.519748782053988,60,1,0
25,28976.19414067637,15668.67964973435,768.2643701914236,60,16,21.670549833170043,36,0,0
31,100494.35003463682,22203.121866073656,850.0,176,5,16.775276104008878,60,1,1
54,22068.576675634176,10091.475104417008,593.0555075042508,116,7,19.34587615500815,24,2,0
44,48644.82871306768,17280.188149197416,582.532554531653,135,1,18.206028056284342,48,0,0
35,74451.67616314412,11698.57742306517,650.4605214708357,258,8,14.674408224147388,12,3,0
58,60581.13729856556,10052.339785186305,658.706554988171,255,6,21.097105479357495,60,3,0
28,40529.28888088679,1000.0,823.3472743885137,270,12,17.307336329257552,60,3,0
25,26157.057289093238,22387.842853858976,702.1631442881438,31,2,9.535709249293767,12,2,0
46,52595.72886519048,28997.548907018372,555.5693248614486,253,1,10.814958119257437,48,2,1
38,10000.0,3896.040476980721,549.927244909868,266,15,21.53934864895972,60,1,0
26,53397.34120791737,20548.76326503966,718.134184761238,281,17,23.824627193919742,36,2,0
57,50696.5317378908,20215.352762193314,629.2299762600207,6,3,15.960072744947496,12,0,0
33,71402.43857053199,10883.211656547366,791.5834208200931,38,6,12.710813209089704,48,4,0
48,27133.205138311343,9100.119119241306,701.5494069265002,3,16,17.500237590235344,24,3,0
25,43530.57200307868,24444.036603642227,545.5438097499124,29,10,14.67013340668858,12,1,0
33,58738.03293675035,23600.88659671017,532.4130235882922,165,13,21.83389316406513,24,1,0
37,54111.355174071236,18611.919306499643,684.5086456088477,35,8,21.659892256675857,12,3,0
60,23147.07006179161,10840.24406776395,615.8497209064432,210,17,14.123072247129576,60,3,0
52,37049.96539232235,23715.64329816626,763.948621125131,112,7,21.09164439421714,48,0,0
49,77998.23120462788,8307.320049030834,683.9381283171908,116,5,8.859126779803772,36,1,0
23,55186.52770582231,26365.097022239068,681.9525501552865,50,8,12.478280679542031,24,3,0
60,16717.67704045541,28057.657779673827,527.0764981161298,14,1,6.5920358755358865,24,2,1
54,67664.64293354674,24451.8405246719,602.2829071512562,200,2,21.155884962165352,12,1,0
60,18014.705478944394,17742.465378826284,645.2863891363038,123,4,24.50486264671687,24,2,0
47,43859.59004774497,1000.0,462.551445132838,155,1,16.53528639220997,12,3,1
33,61265.531091529556,13521.753874516155,712.3112330700177,207,10,20.329925896698775,12,0,0
53,74274.11760037472,29119.040257365283,735.3578600241561,241,3,13.031881977700639,24,1,0
26,10000.0,22496.45174075688,597.0591167430158,163,2,16.23105999023136,24,1,0
44,64231.802149413954,18482.512321440416,776.8535643912152,259,7,11.947114249121302,60,3,0
39,67234.49280100933,9553.240349125785,772.463488257105,276,2,18.93694735775372,60,2,0
36,38859.690636837404,23195.247194147145,702.3759663388611,192,6,9.924898514507065,60,4,0
60,51818.181788687,2416.259320756466,643.9196074413227,237,8,8.064845019820748,48,3,0
48,10000.0,13633.312445277765,749.575597558721,49,3,22.971181981763195,36,2,0
53,10000.0,28919.036437307597,500.9840691326831,212,19,22.285630367706748,60,2,0
61,72170.65440016509,8565.037881520737,657.4854226457905,265,9,21.699201650346815,60,4,0
33,39222.095420280624,19873.514650679004,565.5745315256777,89,1,21.430851909204566,12,1,0
63,43075.755369957216,1000.0,583.7208028392902,143,8,19.59009956999232,36,0,0
45,54693.52807388053,9782.379975264064,694.9995011384693,165,6,22.49519475726698,24,4,0
62,42681.35578446255,16435.702549071582,569.5654199007884,66,2,9.204286452975472,48,3,0
56,40826.15732926103,17828.96028375634,496.9679404974084,19,14,22.408054151297122,24,2,0
47,57889.78123820099,31539.559070677125,850.0,110,1,23.35583287088425,12,4,0
58,20089.274846412234,10967.593421484478,589.5576933469359,68,7,19.320075855603935,48,2,1
27,73198.35303721187,19755.490739382727,565.6068442578725,24,11,16.987028658585196,60,1,0
25,45394.99950251293,19531.061184344006,769.4356207684966,11,16,9.721406145345924,36,2,1
63,29886.829985182543,10289.205436127279,589.7978883112412,64,2,22.323213955966438,36,0,0
51,27195.806309553365,22647.575000754885,523.0265663893156,181,18,16.53654816659305,60,3,1
43,50853.037729106465,20345.37830543178,558.4506257267237,233,19,17.21338590338051,24,1,0
62,43872.84580443246,12812.197375774824,606.8847857637413,132,10,17.131226508961067,24,2,0
30,19023.198509624806,16557.61946031965,542.9173971135031,185,4,22.33558955627408,60,0,0
52,37963.29789243727,7323.422501196253,566.7003275562407,78,3,7.739543385627523,60,0,1
63,33816.01994234367,7915.301830053708,605.2600928987862,131,13,6.233446644810183,36,3,0
50,75237.1307304174,14827.543730129639,747.1574786766612,274,6,9.479675115615008,24,1,0
59,52609.04829943484,20979.793696257133,850.0,199,10,14.83519513966847,48,3,0
51,81386.78856741116,12331.92136633297,760.8988549064438,100,8,14.388317191813728,48,3,0
38,35800.51551265484,10068.34033495004,627.2247097738941,151,10,15.240619917681087,12,0,0
56,44177.362225119396,13154.22766981426,508.9411187396822,215,2,7.286704974979514,12,4,0
22,57731.06450471428,21628.93519125002,720.1474931220291,146,15,20.85784803952985,12,2,0
34,62082.65221148068,4185.3189516769835,547.6756309772759,279,1,11.042478872920231,24,1,0
33,64419.82144905931,21890.792176999657,613.0603639493435,232,11,23.264599767115953,48,4,0
49,32243.808951330484,19095.80136285384,811.5904188823605,148,1,21.799267351986792,24,3,0
32,32806.41726018809,4147.398302885651,820.4398121048232,274,16,6.269246497091947,60,1,0
59,42891.59457025647,13117.830601854981,667.8246558222278,180,12,6.0712783533294274,36,3,0
22,79618.13728171194,20088.573316185106,772.6882773908136,150,12,17.57957067788864,12,1,0
52,29986.336331369275,1000.0,769.1566566507217,292,19,6.5455215442385555,60,1,0
33,39461.4998768669,6717.425186399765,715.7401633074701,283,13,16.436759187217625,60,2,0
47,64597.15828846373,2816.70289218164,622.8607027310443,203,8,6.583272675695553,36,0,0
61,63527.0852949764,10376.15237756609,594.4269318922106,79,2,14.586968384654817,48,2,0
37,61108.36735635839,23301.855194724492,654.4470206613573,148,19,13.382132675042808,48,2,0
60,51616.871615586046,21386.115957047252,521.6774430047872,276,14,16.818680287704474,60,4,0
51,28697.32756900528,10956.74075060176,602.2838903633011,34,1,12.123899841930674,36,2,0
54,36184.48142195729,23231.52766022474,709.8325934447428,215,9,7.800943812603027,48,1,0
44,72529.803518579,20307.211749332404,587.0019936796987,0,19,21.842321636204822,12,3,0
55,65472.74666511483,25201.033583577424,804.4603912878123,205,14,10.986016451630816,24,4,1
26,23300.301844490677,14291.632765254859,674.6203871014337,91,4,6.349258393357593,36,1,0
39,67389.15259409643,19312.616779730088,728.2703369019245,90,2,15.011896477759553,60,3,0
50,76175.56877528671,41974.566515334154,628.6978469886699,69,10,22.553500119830993,24,3,0
27,51076.61577427343,12523.412590661927,713.1800661386745,131,15,10.61440449854637,48,4,0
30,58525.623613592135,14480.143638823047,537.073410159105,256,1,14.015058742248293,48,2,0
61,70229.70371152417,13728.78312310394,692.3155672682302,91,11,13.051357481740215,36,4,1
52,36085.67207675196,14275.97161154051,701.6954685525383,81,16,5.967759778904864,24,4,0
54,96591.95609242961,19464.822505128526,778.3164572781286,98,13,22.366939327886175,48,4,0
48,74461.55957293065,15464.869293991878,449.31073549482466,52,8,20.177626355988114,36,3,0
35,60480.56294406924,4081.203526017116,582.8466577740934,79,9,6.915377854244918,24,2,0
50,49309.84311630577,15144.39096996447,471.9946240325412,245,15,7.643317602498287,60,0,1
57,59895.54889227495,10789.523810024162,566.0442141278777,288,5,5.211637240778691,60,3,0
49,18794.3500267111,1171.8493923251572,639.287492798628,278,18,24.714364423167233,48,4,1
42,91641.75535819237,24160.25785556098,709.0041425587905,261,2,13.323603921659743,36,3,0
24,72577.831468847,10745.082479816832,850.0,260,5,23.6077961350994,12,1,0
40,79280.27193604512,18066.931756389764,785.0465130287552,231,16,13.402865418702081,48,2,0
52,50615.14327367385,1000.0,601.2339487204924,247,16,7.076007261913553,12,0,1
56,42794.216078407444,18991.37612160117,722.076551498734,254,4,11.86648360594785,24,2,0
24,36513.855932994484,12492.689990582996,772.516716031893,82,11,13.364632587692952,36,1,0
47,66271.49217693612,2561.2149523974076,640.015562586532,264,16,8.532287127798316,48,0,0
37,39749.05840687458,10584.64576373894,643.6589131666017,2,12,6.070157133882277,60,3,0
32,46252.86133630586,9509.390412611778,627.0425184507421,222,6,11.330365160615388,24,0,0
42,60927.982533505,21005.40315702121,698.3155836224624,249,16,15.78586542968271,24,4,0
37,36813.43366327322,15723.414752110026,691.3608264181734,191,19,10.106521832856236,24,1,0
30,70878.9352796638,2820.0861207074922,664.2060292244313,45,11,24.17367941425732,12,4,0
21,49645.178442202916,18508.03095585473,823.731274446676,294,12,14.628495822040259,12,1,0
42,19837.61363408056,1000.0,750.3568511659229,268,4,7.605434423790019,24,3,0
46,36599.94642463344,5999.4115580701,488.0579336306404,40,13,13.269866401274646,48,3,0
38,76163.70899940528,15117.216376995142,470.1431643040436,138,2,19.15400169846439,12,4,0
34,31259.949732752342,10005.615442036955,691.7369121634733,40,19,14.742968214400543,36,1,0
49,67881.54974475238,24533.692287783597,639.8571565358421,174,11,11.62467785286881,60,1,0
32,52433.468733891445,16354.58075888849,475.00087717961867,290,1,7.125999878106426,48,3,0
56,46565.99396541772,20007.671505985883,459.9946231535222,279,9,14.191114662012678,36,2,1
55,100251.88301566549,20333.915478647305,625.0781997617296,93,10,6.947724657886485,12,4,0
32,24315.67514140691,11454.935515180012,675.6907658805916,204,3,12.417645401797017,60,4,0
27,35197.32790020434,6476.635797723744,679.3882255490591,55,8,7.324485334740924,24,1,0
49,49531.39862033184,14600.430229233496,589.4163746862773,230,16,18.523205968088085,60,0,1
31,98314.98784100167,21937.785405546092,594.2895859032258,259,4,20.45206988992952,24,3,0
53,49577.97646415384,13137.86169526053,599.7374919701258,219,11,9.869704710583218,36,3,1
26,55485.05877110904,19727.630616439106,699.3066521936727,167,8,6.494318204546632,36,2,0
35,43283.290008267286,14782.047637255695,497.06413250098205,170,7,11.940608817639466,48,0,0
52,57172.57157123807,2574.7680025367245,651.9411833963889,136,15,16.21055238528843,36,0,0
31,44523.65186727076,3255.3166434396735,751.9268477945486,277,8,20.358761723995148,12,0,0
43,63906.45208866511,27499.787963206705,614.8385515360984,259,10,13.057956732246547,12,2,0
46,65483.74652970989,5659.7989687535355,666.0364362472809,290,19,12.318908041256329,60,3,0
54,45317.89674343602,9899.261031138984,691.5685405821847,288,5,23.166734526377553,24,0,0
54,27490.39923807872,22340.696383535465,584.1973647075023,134,3,13.993727140982692,60,3,0
49,51871.396940514715,5459.64388997121,639.842794352153,104,7,13.944361251783837,48,3,0
24,78042.43496842333,9531.898319955855,519.9855286618482,226,6,13.199982226932406,48,2,0
37,33466.788124415805,13306.82535398392,698.6077431300291,189,17,12.264391908448085,12,3,0
55,56678.33780786602,12261.608568598826,666.2865403442204,194,10,19.569656200409902,48,1,0
33,25885.191399747648,7235.810388909478,766.6183926584999,63,15,10.635652164890725,12,3,0
61,29203.853310469494,13451.85832649299,737.7850126546213,170,2,12.575515798768855,24,1,0
59,76007.31670605976,20432.680198325183,768.1471747873923,17,1,10.645807048056465,60,0,0
35,63830.66765298559,14016.78036494879,772.8634519033714,258,12,16.406377543840723,48,1,0
49,56979.302600768555,9732.255021449892,577.6015950909654,189,13,24.207825004695795,24,0,0
49,10000.0,22568.781191027356,697.9547933582198,294,12,12.805897912093535,48,1,0
31,38942.142571265875,28651.668742379876,717.4495532347399,252,12,24.364073079143033,36,1,0
52,62136.28006173374,22641.127095740587,587.6359040446936,80,7,18.133840739949218,48,0,0
22,21018.6898415802,6013.853180646456,773.3194353725078,59,7,20.908912471826163,24,2,0
34,42922.292201828066,6226.185199318486,639.125974251351,104,6,11.660064832809258,48,3,0
40,65333.074212386346,18495.971825921482,713.9640660710226,260,13,9.488442116583284,36,1,0
42,19777.22573310388,16368.367439432315,760.3436179772219,254,9,16.536204668995943,48,4,0
31,16414.268261024066,5201.789368040074,692.7881461050059,45,16,24.815022398097206,24,2,0
47,20123.43767511641,17291.471506608723,831.3967124954627,131,2,19.20379487042364,12,3,0
23,56689.704232230244,15790.951608010395,850.0,13,11,18.632493170407407,24,2,0
37,38860.02942274195,26823.34759349146,651.7994179040866,266,3,14.002048389529275,12,2,0
64,67560.9725292623,11516.026503262205,745.7308292056066,21,9,22.589696169920988,12,0,0
48,52420.3677046923,26092.81964642002,850.0,105,12,18.93935640243466,60,4,0
49,87610.69435876081,26443.339987218,588.2397742530289,4,2,18.497663131090032,24,3,0
41,25250.356035013036,9615.984636400253,371.26436383885147,180,19,10.85065161887469,60,2,0
36,56635.434102181964,17832.285017683105,746.3660805768625,148,6,24.154667973027216,12,0,0
57,34095.70457950699,13308.346325158,611.3788639738551,279,18,10.007758328138268,48,3,0
40,62004.25398296059,12980.679638487314,529.7408258347483,12,13,15.47374100414384,12,0,0
26,52398.7178054568,16969.93577335935,578.7423004511965,25,14,11.791113597386254,24,3,0
39,30137.583523592388,8680.535409100983,493.96564733723824,39,8,8.6155050884629,24,2,0
25,46856.95507782248,2237.656955027749,819.8755164917717,281,9,7.881867544069834,24,1,0
23,51461.96154423302,10744.400194620064,795.384115621639,285,13,10.857798571894737,24,4,0
21,38013.821200095495,24447.044598783046,627.020390681564,63,17,18.77958849178666,48,1,0
58,64543.34429967154,13373.50190667952,635.5471756630982,110,6,24.495641403469964,60,1,0
35,29378.147666621706,14814.04811971889,669.5486714028139,87,10,22.065340350895582,36,2,0
54,91820.17116066327,21341.195757984045,817.2494294696234,123,11,9.360546984194286,60,0,0
55,69073.8060125371,2222.690444414293,543.9670069156028,145,10,6.568256101022647,12,4,0
45,56974.82238107073,18512.860030591994,633.4257772880842,213,6,18.733612488390534,24,1,0
44,106906.28549394381,28358.827988865538,774.7832058020576,127,6,5.6006899023485985,24,0,0
32,43814.0234821347,15732.248132426488,616.532515801904,293,15,22.182455106912386,36,4,0
38,62227.517351286944,1000.0,566.4584772982873,148,7,21.510954880506787,60,2,0
35,54453.609271984154,14388.870898418329,666.6328831145232,139,12,20.874006321568373,12,4,0
64,65949.35386415648,19881.73719102382,471.70463465511637,291,9,16.04840735719735,24,3,0
36,79922.32734133242,15896.596253262716,687.1504224229459,121,1,24.470680682303424,36,2,0
47,60978.987532227184,17179.61957486076,624.77364814131,10,16,14.167328055264647,36,1,1
28,70835.87790630398,18140.877024862504,713.5959936700726,282,18,24.730649296087496,12,3,0
45,38992.240193068166,7542.0554200574215,580.5535217815184,251,7,22.63743000057128,36,0,0
37,45876.99703072403,8541.97115501792,695.2584545200544,193,18,7.530839477862452,36,1,0
49,82765.75120526008,12042.85079723898,671.0778252931127,194,8,22.897950891004406,60,3,0
28,61937.123270587195,18141.38650782381,531.913172726723,80,15,11.097345848034534,24,2,0
35,54966.472897163774,5487.333932284109,555.5656608185448,106,6,20.365009315970006,60,3,0
47,34935.11581832965,31450.698755455112,772.9452701247116,205,12,5.0041831933257,36,3,1
27,69331.92162269901,1000.0,745.7772955170874,208,15,10.516947525616864,48,1,1
23,34370.691580350795,1346.2016977006042,476.9942117492145,126,15,20.168967500621658,12,3,0
49,28476.68288459788,19429.378404573385,606.4583075447606,33,10,24.446946313243085,36,4,0
64,52298.51502057842,18740.3885797847,681.5627013787247,63,9,8.41925182235074,36,1,0
44,10000.0,14421.024501021191,703.2894767766178,16,14,14.188234821784022,60,4,0
23,62221.5343274195,20409.594377443038,677.4795807607475,248,14,16.74339387464746,12,3,0
40,57538.88393482577,19541.615524548695,687.9067300646872,104,17,24.05125108061452,24,4,0
35,42943.92882728279,15000.641838287962,614.0196218859339,107,11,14.06537912244893,12,2,0
45,44757.63682879925,17145.8935620034,667.4030184134389,221,6,23.670694598118633,36,2,0
50,47613.58190667203,1000.0,552.0571935716173,175,12,24.563759348677365,60,3,0
34,34217.45244905317,13934.66436710126,613.2931649249678,227,17,23.832639073402568,48,4,0
27,53691.45254996586,14618.454470999703,441.52799348917307,189,5,19.974609286507356,36,3,0
37,45012.1013922897,30302.63660892014,544.3008072563621,212,6,7.524612210498034,12,2,0
64,52249.04306577237,8394.588894646526,561.9979877762835,220,3,17.048267322332293,12,4,0
40,46885.428293305136,14713.076425057283,566.9761251952866,161,1,20.070535661590263,48,2,0
56,42949.42655017505,26389.074850393386,722.9047348561725,297,18,24.098118620903257,12,4,0
29,55569.85246875274,19480.901952353328,492.75584315052896,248,14,20.559198949893833,12,1,0
58,65621.99685863021,15201.319330873817,586.1190246994163,189,12,15.77869979533193,60,3,0
42,39504.617096642054,22698.566867720394,714.4240887080726,11,12,9.103273373245187,12,4,0
22,57909.46583291915,8658.216819895686,517.5160365591069,67,11,14.14112147037094,24,4,0
44,60388.60821028381,28802.468798614158,776.8818625655945,40,19,17.766017113340997,48,1,0
28,24322.722359868592,20139.963671836747,667.861133409015,259,3,11.491983298472306,36,0,0
31,69530.88950307616,1992.2898906967348,718.9172451901234,125,2,14.129009066380316,48,1,0
33,91129.02661311979,10158.318548286068,555.5512068400311,225,7,5.347207651311026,36,4,0
37,48238.08618674909,1000.0,574.004410289527,209,12,22.580500778737694,60,0,0
28,46576.0918259194,21366.17113893561,635.7388125660805,264,19,5.69531799054306,12,2,1
41,45739.87676809305,19508.074633508884,731.1747413202307,170,13,13.185804509545731,36,3,0
38,62412.115095986075,11317.794866813618,728.1682060001013,0,19,15.219480037521366,36,0,1
50,60215.57053299624,24602.85673670137,689.7229609655617,208,4,24.448360548556845,60,2,0
38,18186.77595358292,14331.773072071579,628.1277551534104,240,12,23.703270146619527,48,4,0
51,32677.578995316762,35987.08276635945,573.0541635964805,71,4,17.92720153269748,48,0,0
58,60146.25699783375,5404.517223665627,755.1081570631893,272,13,16.681073213503602,48,1,0
52,47099.56460240498,20133.51978108674,614.6175301022033,88,7,12.3311182207974,12,3,1
31,26677.641855209604,11820.785459171844,495.92052184003273,19,6,5.821747561432238,60,1,0
45,80005.20360576034,9583.671861402789,553.911769895269,140,12,10.354143986406685,36,1,0
53,34005.734674840394,13615.489334655163,579.639286051067,174,12,21.954455178123077,48,3,0
58,50715.54243993856,17936.017465971716,615.754342282182,49,16,17.965383606091336,48,1,0
61,46569.61777142053,15466.39454119512,642.7147550150202,93,13,21.28852313480036,48,4,0
28,28426.22398098884,20421.462227353197,513.184033765826,167,17,21.73946560412896,24,1,0
